,pdf_id,Job Title,Interviewee ID,Job Title applying to,Job Title Tokens,Aggregated Applying Job Title Tokens,Job Title Risk Factor
701,723,EMERGENCY ROOM ADMITTING SPECIALIST/QUALITY ASSURANCE,723,a registered nurse supervisor Emergency Room Admitting Specialist and Quality Assurance,"['EMERGENCY', 'ROOM', 'ADMITTING', 'SPECIALIST/QUALITY', 'ASSURANCE']","['a', 'registered', 'nurse', 'supervisor', 'Emergency', 'Room', 'Admitting', 'Specialist', 'and', 'Quality', 'Assurance']",0.561093215
702,724,BUSINESS OFFICE MANAGER,724,,"['BUSINESS', 'OFFICE', 'MANAGER']",[],0
703,725,HR SPECIALIST,725,,"['HR', 'SPECIALIST']",[],0
704,726,STAFF ACCOUNTANT,726,internal controls,"['STAFF', 'ACCOUNTANT']","['internal', 'controls']",0.648269646
705,727,SERVICE ADVOCATE IV- CLINICAL SUPPORT,727,,"['SERVICE', 'ADVOCATE', 'IV-', 'CLINICAL', 'SUPPORT']",[],0
706,728,INFORMATION TECHNOLOGY,728,,"['INFORMATION', 'TECHNOLOGY']",[],0
707,729,MDS COORDINATOR,729,nursing assistants,"['MDS', 'COORDINATOR']","['nursing', 'assistants']",0.767934928
708,730,CORPORATE PROJECT MANAGER,730,a highly skilled information security officer,"['CORPORATE', 'PROJECT', 'MANAGER']","['a', 'highly', 'skilled', 'information', 'security', 'officer']",0.428540066
709,731,CUSTOMER SERVICE ADVOCATE,731,,"['CUSTOMER', 'SERVICE', 'ADVOCATE']",[],0
710,732,ADVANCED LEVEL WHEELED VEHICLE MECHANIC,732,a dedicated pest control technician,"['ADVANCED', 'LEVEL', 'WHEELED', 'VEHICLE', 'MECHANIC']","['a', 'dedicated', 'pest', 'control', 'technician']",0.59703047
711,733,HR COORDINATOR,733,,"['HR', 'COORDINATOR']",[],0
712,734,HEALTHCARE CONSULTING PROJECT ASSOCIATE,734,and Women's Healthcare Specialist a supervisor a seasoned administrative assistant,"['HEALTHCARE', 'CONSULTING', 'PROJECT', 'ASSOCIATE']","['and', ""Women's"", 'Healthcare', 'Specialist', 'a', 'supervisor', 'a', 'seasoned', 'administrative', 'assistant']",0.380397407
713,735,DIRECTOR OF INFORMATION TECHNOLOGY,735,,"['DIRECTOR', 'OF', 'INFORMATION', 'TECHNOLOGY']",[],0
714,736,INTERN,736,a dedicated intern an outstanding intern,['INTERN'],"['a', 'dedicated', 'intern', 'an', 'outstanding', 'intern']",0.51932829
715,737,FRONT DESK ATTENDANT,737,,"['FRONT', 'DESK', 'ATTENDANT']",[],0
716,738,ACCOMMODATION SERVICE EXECUTIVE LL,738,,"['ACCOMMODATION', 'SERVICE', 'EXECUTIVE', 'LL']",[],0
717,739,HR PAYROLL/ ACCOUNTING REPRESENTATIVE,739,an exceptional HR Payroll and Accounting Representative an exceptional HR Payroll and Accounting Representative a skilled HR Payroll/Accounting Representative,"['HR', 'PAYROLL/', 'ACCOUNTING', 'REPRESENTATIVE']","['an', 'exceptional', 'HR', 'Payroll', 'and', 'Accounting', 'Representative', 'an', 'exceptional', 'HR', 'Payroll', 'and', 'Accounting', 'Representative', 'a', 'skilled', 'HR', 'Payroll/Accounting', 'Representative']",0.388340093
718,740,VICE PRESIDENT,740,internal efficiencies,"['VICE', 'PRESIDENT']","['internal', 'efficiencies']",0.578276312
719,741,STAFF PHARMACIST,741,,"['STAFF', 'PHARMACIST']",[],0
720,742,ABA THERAPIST,742,their internship an Information Technology intern an Information Technology and AWS Admin Intern,"['ABA', 'THERAPIST']","['their', 'internship', 'an', 'Information', 'Technology', 'intern', 'an', 'Information', 'Technology', 'and', 'AWS', 'Admin', 'Intern']",0.702800081
721,743,CERTIFIED NURSING ASSISTANT,743,,"['CERTIFIED', 'NURSING', 'ASSISTANT']",[],0
722,744,"DIRECTOR, INFORMATION TECHNOLOGY",744,,"['DIRECTOR,', 'INFORMATION', 'TECHNOLOGY']",[],0
723,745,MANAGER OF GOLF OPERATIONS,745,,"['MANAGER', 'OF', 'GOLF', 'OPERATIONS']",[],0
724,746,OPERATIONS COORDINATOR,746,a remarkable operations coordinator,"['OPERATIONS', 'COORDINATOR']","['a', 'remarkable', 'operations', 'coordinator']",0.451035465
725,747,MARKET CONSULTANT - HEALTHCARE ADVOCATE,747,Direct Client Coordinator and Victim Advocate,"['MARKET', 'CONSULTANT', '-', 'HEALTHCARE', 'ADVOCATE']","['Direct', 'Client', 'Coordinator', 'and', 'Victim', 'Advocate']",0.260890655
726,748,FINANCE MANAGER FINANCE MANAGER,748,,"['FINANCE', 'MANAGER', 'FINANCE', 'MANAGER']",[],0
727,749,ACCOUNTANT,749,,['ACCOUNTANT'],[],0
728,750,IT MANAGER,750,,"['IT', 'MANAGER']",[],0
729,751,STUDENT FINANCE CONSULTANT,751,auditors,"['STUDENT', 'FINANCE', 'CONSULTANT']",['auditors'],0.766408691
730,752,ADMINISTRATIVE ASSISTANT,752,valuable internship opportunities the skilled administrative assistant,"['ADMINISTRATIVE', 'ASSISTANT']","['valuable', 'internship', 'opportunities', 'the', 'skilled', 'administrative', 'assistant']",0.536059204
731,753,"SVP, REGIONAL SALES DIRECTOR WEALTH MANAGEMENT",753,internal controls an exceptional finance specialist,"['SVP,', 'REGIONAL', 'SALES', 'DIRECTOR', 'WEALTH', 'MANAGEMENT']","['internal', 'controls', 'an', 'exceptional', 'finance', 'specialist']",0.414770725
732,754,EPIC INFORMATION TECHNOLOGY SPECIALIST,754,,"['EPIC', 'INFORMATION', 'TECHNOLOGY', 'SPECIALIST']",[],0
733,755,TERADATA SENIOR ASSOCIATE CONSULTANT,755,my internship,"['TERADATA', 'SENIOR', 'ASSOCIATE', 'CONSULTANT']","['my', 'internship']",0.642299118
734,756,ASSISTANT INFORMATION TECHNOLOGY (IT) DIRECTOR,756,this specialists ability technical architecture,"['ASSISTANT', 'INFORMATION', 'TECHNOLOGY', '(IT)', 'DIRECTOR']","['this', 'specialists', 'ability', 'technical', 'architecture']",0.419959367
735,758,FULFILLMENT ADVOCATE,758,,"['FULFILLMENT', 'ADVOCATE']",[],0
736,759,ACCOUNT EXECUTIVE,759,,"['ACCOUNT', 'EXECUTIVE']",[],0
737,760,AVIATION MECHANIC,760,over 200 technicians the Trip Coordinator technicians technicians,"['AVIATION', 'MECHANIC']","['over', '200', 'technicians', 'the', 'Trip', 'Coordinator', 'technicians', 'technicians']",0.414892167
738,761,DIRECTOR OF INFORMATION TECHNOLOGY,761,Windows 7 Support Desk Technician for Cigna Health Care,"['DIRECTOR', 'OF', 'INFORMATION', 'TECHNOLOGY']","['Windows', '7', 'Support', 'Desk', 'Technician', 'for', 'Cigna', 'Health', 'Care']",0.66142897
739,762,SOFTWARE ENGINEER,762,,"['SOFTWARE', 'ENGINEER']",[],0
740,763,ACCOUNTANT,763,,['ACCOUNTANT'],[],0
741,764,ASSISTANT BANKING CENTER MANAGER,764,my internship,"['ASSISTANT', 'BANKING', 'CENTER', 'MANAGER']","['my', 'internship']",0.374818895
742,765,MEMBERSHIP COORDINATOR,765,a dedicated personal trainer a dedicated membership coordinator membership coordinator at a health club a remarkable membership coordinator,"['MEMBERSHIP', 'COORDINATOR']","['a', 'dedicated', 'personal', 'trainer', 'a', 'dedicated', 'membership', 'coordinator', 'membership', 'coordinator', 'at', 'a', 'health', 'club', 'a', 'remarkable', 'membership', 'coordinator']",0.599514186
743,766,AUDIO/VISUAL TECHNICIAN,766,the audio/visual technician any audio/visual technician role an outstanding Audio/Visual Technician an exceptionally talented audio/visual technician,"['AUDIO/VISUAL', 'TECHNICIAN']","['the', 'audio/visual', 'technician', 'any', 'audio/visual', 'technician', 'role', 'an', 'outstanding', 'Audio/Visual', 'Technician', 'an', 'exceptionally', 'talented', 'audio/visual', 'technician']",0.475709938
744,767,VICE PRESIDENT INFORMATION TECHNOLOGY INFRASTRUCTURE OPERATIONS,767,an exceptional IT executive a dedicated IT executive a highly skilled IT executive,"['VICE', 'PRESIDENT', 'INFORMATION', 'TECHNOLOGY', 'INFRASTRUCTURE', 'OPERATIONS']","['an', 'exceptional', 'IT', 'executive', 'a', 'dedicated', 'IT', 'executive', 'a', 'highly', 'skilled', 'IT', 'executive']",0.282664688
745,768,ARTS EDUCATION INTERN,768,her internship an intern,"['ARTS', 'EDUCATION', 'INTERN']","['her', 'internship', 'an', 'intern']",0.402766789
746,769,FINANCE OFFICER,769,their strong supervisory skills,"['FINANCE', 'OFFICER']","['their', 'strong', 'supervisory', 'skills']",0.396237376
747,770,GRADATION CANDIDATE ADVOCATE,770,Healthcare Administration Intern,"['GRADATION', 'CANDIDATE', 'ADVOCATE']","['Healthcare', 'Administration', 'Intern']",0.615865384
748,771,PRODUCT SPECIALIST,771,an adept product specialist,"['PRODUCT', 'SPECIALIST']","['an', 'adept', 'product', 'specialist']",0.475328653
749,772,HR GENERALIST,772,,"['HR', 'GENERALIST']",[],0
750,773,SENIOR ACCOUNTANT,773,auditors,"['SENIOR', 'ACCOUNTANT']",['auditors'],0.654756923
751,774,ADMINISTRATIVE ASSISTANT,774,,"['ADMINISTRATIVE', 'ASSISTANT']",[],0
752,775,DIRECTOR OF INFORMATION TECHNOLOGY /CHIEF TECHNOLOGY OFFICER,775,,"['DIRECTOR', 'OF', 'INFORMATION', 'TECHNOLOGY', '/CHIEF', 'TECHNOLOGY', 'OFFICER']",[],0
753,776,PAYROLL ACCOUNTANT,776,policy advisories,"['PAYROLL', 'ACCOUNTANT']","['policy', 'advisories']",0.845194272
754,777,PRODUCTION ASSISTANT INTERN,777,,"['PRODUCTION', 'ASSISTANT', 'INTERN']",[],0
755,779,LEAD PHARMACY TECHNICIAN ADVOCATE - SUPERVISOR,779,the lead pharmacy technician the lead pharmacy technician role,"['LEAD', 'PHARMACY', 'TECHNICIAN', 'ADVOCATE', '-', 'SUPERVISOR']","['the', 'lead', 'pharmacy', 'technician', 'the', 'lead', 'pharmacy', 'technician', 'role']",0.27687867
756,780,ADVOCATE,780,nursing assistants,['ADVOCATE'],"['nursing', 'assistants']",0.744807628
757,781,"VIDEO DIRECTOR, EAST COAST VIDEO FOR ENTERPRISE BRANDS",781,,"['VIDEO', 'DIRECTOR,', 'EAST', 'COAST', 'VIDEO', 'FOR', 'ENTERPRISE', 'BRANDS']",[],0
758,782,Summary,782,,['Summary'],[],0
759,783,SALES / FINANCE MANAGER,783,,"['SALES', '/', 'FINANCE', 'MANAGER']",[],0
760,784,FINANCE MANAGER,784,an intern,"['FINANCE', 'MANAGER']","['an', 'intern']",0.392730504
761,785,QUALITY CONTROL INSPECTOR,785,a highly skilled quality control inspector a highly qualified quality control inspector,"['QUALITY', 'CONTROL', 'INSPECTOR']","['a', 'highly', 'skilled', 'quality', 'control', 'inspector', 'a', 'highly', 'qualified', 'quality', 'control', 'inspector']",0.48734766
762,786,REGISTERED NURSE,786,,"['REGISTERED', 'NURSE']",[],0
763,788,CONCIERGE/DOORMAN,788,an office assistant,['CONCIERGE/DOORMAN'],"['an', 'office', 'assistant']",0.919438868
764,789,VICE PRESIDENT,789,,"['VICE', 'PRESIDENT']",[],0
765,790,ACCOUNTANT,790,principal investigators internal practices,['ACCOUNTANT'],"['principal', 'investigators', 'internal', 'practices']",0.583634016
766,791,"REGISTERED NURSE, SUPERVISOR",791,a registered nurse supervisor,"['REGISTERED', 'NURSE,', 'SUPERVISOR']","['a', 'registered', 'nurse', 'supervisor']",0.518805067
767,792,HR ASSISTANT INTERN,792,,"['HR', 'ASSISTANT', 'INTERN']",[],0
768,793,LEGAL SPECIALIST III - INVESTMENT BANKING SUBPOENA COMPLIANCE,793,Legal Specialist III a highly skilled legal specialist,"['LEGAL', 'SPECIALIST', 'III', '-', 'INVESTMENT', 'BANKING', 'SUBPOENA', 'COMPLIANCE']","['Legal', 'Specialist', 'III', 'a', 'highly', 'skilled', 'legal', 'specialist']",0.255664842
769,794,FINANCIAL INSTITUTIONS EXAMINER,794,,"['FINANCIAL', 'INSTITUTIONS', 'EXAMINER']",[],0
770,795,GENERAL MANAGER,795,,"['GENERAL', 'MANAGER']",[],0
771,796,VOLUNTEER ACCOUNTANT,796,,"['VOLUNTEER', 'ACCOUNTANT']",[],0
772,797,ACCOUNTANT,797,international corporations auditors a Supervisor Accountant external auditors,['ACCOUNTANT'],"['international', 'corporations', 'auditors', 'a', 'Supervisor', 'Accountant', 'external', 'auditors']",0.702919082
773,798,INFORMATION TECHNOLOGY COORDINATOR,798,executive schedules,"['INFORMATION', 'TECHNOLOGY', 'COORDINATOR']","['executive', 'schedules']",0.51556509
774,799,CERTIFIED PERSONAL TRAINER AND GROUP FITNESS INSTRUCTOR,799,a certified personal trainer,"['CERTIFIED', 'PERSONAL', 'TRAINER', 'AND', 'GROUP', 'FITNESS', 'INSTRUCTOR']","['a', 'certified', 'personal', 'trainer']",0.267916191
775,800,QA TEST ANALYST,800,a skilled QA Test Analyst a talented QA Test Analyst,"['QA', 'TEST', 'ANALYST']","['a', 'skilled', 'QA', 'Test', 'Analyst', 'a', 'talented', 'QA', 'Test', 'Analyst']",0.428782078
776,801,PROGRAM DIRECTOR / OFFICE MANAGER,801,,"['PROGRAM', 'DIRECTOR', '/', 'OFFICE', 'MANAGER']",[],0
777,802,ACCOUNTANT,802,internal controls,['ACCOUNTANT'],"['internal', 'controls']",0.624688944
778,803,CASHIER,803,a Personal Trainer an owner/operator,['CASHIER'],"['a', 'Personal', 'Trainer', 'an', 'owner/operator']",1
779,804,ACCOUNTANT,804,,['ACCOUNTANT'],[],0
780,806,QUALITY ANALYST/SENIOR RECORD KEEPING SPECIALIST,806,Quality Analyst and Senior Record Keeping Specialist,"['QUALITY', 'ANALYST/SENIOR', 'RECORD', 'KEEPING', 'SPECIALIST']","['Quality', 'Analyst', 'and', 'Senior', 'Record', 'Keeping', 'Specialist']",0.520454054
781,807,MANAGEMENT CONSULTANT,807,,"['MANAGEMENT', 'CONSULTANT']",[],0
782,808,SENIOR ACCOUNTANT,808,,"['SENIOR', 'ACCOUNTANT']",[],0
783,809,"SVP, BUSINESS BANKING",809,,"['SVP,', 'BUSINESS', 'BANKING']",[],0
784,810,LABORER,810,,['LABORER'],[],0
785,811,DIRECTOR OF OPERATIONS,811,,"['DIRECTOR', 'OF', 'OPERATIONS']",[],0
786,812,HR GENERALIST,812,an office administrative assistant,"['HR', 'GENERALIST']","['an', 'office', 'administrative', 'assistant']",0.422201013
787,813,ASSEMBLY MECHANIC,813,fellow technicians,"['ASSEMBLY', 'MECHANIC']","['fellow', 'technicians']",0.779318763
788,814,DIRECTOR OF COMMUNITY,814,,"['DIRECTOR', 'OF', 'COMMUNITY']",[],0
789,815,OFFICE MANAGER/MANAGING DIRECTOR,815,healthcare administrators,"['OFFICE', 'MANAGER/MANAGING', 'DIRECTOR']","['healthcare', 'administrators']",0.528709885
790,816,QUALITY ASSURANCE MANAGER,816,a Maintenance Specialist,"['QUALITY', 'ASSURANCE', 'MANAGER']","['a', 'Maintenance', 'Specialist']",0.383334569
791,817,MEDICAL SCRIBE,817,medical assistant,"['MEDICAL', 'SCRIBE']","['medical', 'assistant']",0.701577586
792,818,SR. MORTGAGE BANKING EXECUTIVE,818,their brokerage a small mortgage brokerage,"['SR.', 'MORTGAGE', 'BANKING', 'EXECUTIVE']","['their', 'brokerage', 'a', 'small', 'mortgage', 'brokerage']",0.358581627
793,819,FINANCE / OFFICE MANAGER,819,,"['FINANCE', '/', 'OFFICE', 'MANAGER']",[],0
794,820,SUPERVISOR ACCOUNTANT,820,,"['SUPERVISOR', 'ACCOUNTANT']",[],0
795,821,ACCOUNTANT,821,,['ACCOUNTANT'],[],0
796,822,ACTING GRADE 4 CUSTOMER/BRAND,822,,"['ACTING', 'GRADE', '4', 'CUSTOMER/BRAND']",[],0
797,823,INFORMATION TECHNOLOGY SPECIALIST GS11,823,this specialist an outstanding Information Technology Specialist,"['INFORMATION', 'TECHNOLOGY', 'SPECIALIST', 'GS11']","['this', 'specialist', 'an', 'outstanding', 'Information', 'Technology', 'Specialist']",0.327741291
798,824,HR SPECIALIST/ HORIZONTAL ENGINEER,824,,"['HR', 'SPECIALIST/', 'HORIZONTAL', 'ENGINEER']",[],0
799,825,PLANNER/SCHEDULER,825,,['PLANNER/SCHEDULER'],[],0
800,826,COMMUNITY OUTREACH SPECIALIST,826,,"['COMMUNITY', 'OUTREACH', 'SPECIALIST']",[],0
801,827,HEALTHCARE ADMINISTRATOR/OPERATIONAL AND STAFF REORG,827,an exceptional healthcare administrator the healthcare administrator a highly capable administrator healthcare administrators,"['HEALTHCARE', 'ADMINISTRATOR/OPERATIONAL', 'AND', 'STAFF', 'REORG']","['an', 'exceptional', 'healthcare', 'administrator', 'the', 'healthcare', 'administrator', 'a', 'highly', 'capable', 'administrator', 'healthcare', 'administrators']",0.288292589
802,828,FINANCE SPECIALIST,828,the finance specialist,"['FINANCE', 'SPECIALIST']","['the', 'finance', 'specialist']",0.310564184
803,829,ADVOCARE DISTRIBUTOR,829,,"['ADVOCARE', 'DISTRIBUTOR']",[],0
804,830,ADMINISTRATION ASSISTANT,830,an administration assistant,"['ADMINISTRATION', 'ASSISTANT']","['an', 'administration', 'assistant']",0.547477486
805,831,SUPERVISORY LOGISTICS MANAGEMENT SPECIALIST,831,this logistics specialist an Air Freight Agent,"['SUPERVISORY', 'LOGISTICS', 'MANAGEMENT', 'SPECIALIST']","['this', 'logistics', 'specialist', 'an', 'Air', 'Freight', 'Agent']",0.564350291
806,832,HR COORDINATOR,832,,"['HR', 'COORDINATOR']",[],0
807,833,STOREKEEPER II,833,a trainer,"['STOREKEEPER', 'II']","['a', 'trainer']",0.686811046
808,834,INTERN,834,a dedicated fitness intern the intern a fitness trainer both a fitness trainer,['INTERN'],"['a', 'dedicated', 'fitness', 'intern', 'the', 'intern', 'a', 'fitness', 'trainer', 'both', 'a', 'fitness', 'trainer']",0.528016516
809,835,HR PERSONNEL ASSISTANT,835,the HR assistant's diligence a finance executive,"['HR', 'PERSONNEL', 'ASSISTANT']","['the', 'HR', ""assistant's"", 'diligence', 'a', 'finance', 'executive']",0.379917535
810,836,FACILITY MANAGER,836,a commission specialist,"['FACILITY', 'MANAGER']","['a', 'commission', 'specialist']",0.525968248
811,837,ADMINISTRATIVE OFFICE ASSISTANT,837,,"['ADMINISTRATIVE', 'OFFICE', 'ASSISTANT']",[],0
812,838,DIRECTOR OF FINANCE,838,strong internal controls rigorous internal controls,"['DIRECTOR', 'OF', 'FINANCE']","['strong', 'internal', 'controls', 'rigorous', 'internal', 'controls']",0.47451153
813,839,FINANCE CUSTOMER CARE REP LEAD,839,,"['FINANCE', 'CUSTOMER', 'CARE', 'REP', 'LEAD']",[],0
814,841,STAFF ACCOUNTANT,841,,"['STAFF', 'ACCOUNTANT']",[],0
815,842,PROCUREMENT ANALYST,842,a chief gym officer a procurement analyst,"['PROCUREMENT', 'ANALYST']","['a', 'chief', 'gym', 'officer', 'a', 'procurement', 'analyst']",0.628775066
816,843,EXPRESSIVE ARTS PROGRAM LEADER,843,,"['EXPRESSIVE', 'ARTS', 'PROGRAM', 'LEADER']",[],0
817,844,FINANCE COORDINATOR,844,,"['FINANCE', 'COORDINATOR']",[],0
818,845,ADMINISTRATOR,845,this accomplished executive a Healthcare Specialist,['ADMINISTRATOR'],"['this', 'accomplished', 'executive', 'a', 'Healthcare', 'Specialist']",0.635301684
819,846,CHILD FAMILY ADVOCATE,846,,"['CHILD', 'FAMILY', 'ADVOCATE']",[],0
820,847,CUSTOMER SERVICE REPRESENTACTIVE,847,a researcher/supervisor,"['CUSTOMER', 'SERVICE', 'REPRESENTACTIVE']","['a', 'researcher/supervisor']",0.472939196
821,848,FINANCE,848,a Finance Controller,['FINANCE'],"['a', 'Finance', 'Controller']",0.462661395
822,849,HR ASSOCIATE,849,,"['HR', 'ASSOCIATE']",[],0
823,850,SENIOR ACCOUNTANT,850,internal and external auditors,"['SENIOR', 'ACCOUNTANT']","['internal', 'and', 'external', 'auditors']",0.493590602
824,851,MARKETING & SALES ANALYST,851,a Marketing and Sales Analyst corporate executives corporate executives senior executives,"['MARKETING', '&', 'SALES', 'ANALYST']","['a', 'Marketing', 'and', 'Sales', 'Analyst', 'corporate', 'executives', 'corporate', 'executives', 'senior', 'executives']",0.296290748
825,852,HR MANAGER,852,an HR Assistant,"['HR', 'MANAGER']","['an', 'HR', 'Assistant']",0.207889339
826,853,ASSISTANT MANAGER,853,my internship Legal Specialist,"['ASSISTANT', 'MANAGER']","['my', 'internship', 'Legal', 'Specialist']",0.438761922
827,854,"VICE PRESIDENT, INFORMATION TECHNOLOGY",854,a highly accomplished executive the web developer,"['VICE', 'PRESIDENT,', 'INFORMATION', 'TECHNOLOGY']","['a', 'highly', 'accomplished', 'executive', 'the', 'web', 'developer']",0.346736611
828,855,ELECTRICAL ENGINEER,855,,"['ELECTRICAL', 'ENGINEER']",[],0
829,856,HR VOLUNTEER ASST. MANAGER,856,intern programs,"['HR', 'VOLUNTEER', 'ASST.', 'MANAGER']","['intern', 'programs']",0.689370071
830,857,ACCOUNTANT,857,both internal teams,['ACCOUNTANT'],"['both', 'internal', 'teams']",0.548620727
831,858,CORPORATE ACCOUNTANT,858,internal controls,"['CORPORATE', 'ACCOUNTANT']","['internal', 'controls']",0.638626487
832,859,ACCOUNT EXECUTIVE,859,the senior account executive one banking officer a highly skilled account executive,"['ACCOUNT', 'EXECUTIVE']","['the', 'senior', 'account', 'executive', 'one', 'banking', 'officer', 'a', 'highly', 'skilled', 'account', 'executive']",0.618768476
833,860,RESEARCH ASSISTANT,860,,"['RESEARCH', 'ASSISTANT']",[],0
834,861,"HR SPECIALIST, US HR OPERATIONS",861,,"['HR', 'SPECIALIST,', 'US', 'HR', 'OPERATIONS']",[],0
835,862,FINANCIAL ACCOUNTANT,862,international licensing prominent international corporations major international corporations international licensing international corporations international corporations both domestic and international teams,"['FINANCIAL', 'ACCOUNTANT']","['international', 'licensing', 'prominent', 'international', 'corporations', 'major', 'international', 'corporations', 'international', 'licensing', 'international', 'corporations', 'international', 'corporations', 'both', 'domestic', 'and', 'international', 'teams']",0.638483275
836,863,AVIATION OPERATION SPECIALIST,863,Client Support Specialist II,"['AVIATION', 'OPERATION', 'SPECIALIST']","['Client', 'Support', 'Specialist', 'II']",0.460687753
837,864,PATIENT ADVOCATE,864,,"['PATIENT', 'ADVOCATE']",[],0
838,865,SENIOR MANAGER OF CUSTOMER SUPPORT,865,Air Freight Agent has equipped an individual with valuable skills in logistics,"['SENIOR', 'MANAGER', 'OF', 'CUSTOMER', 'SUPPORT']","['Air', 'Freight', 'Agent', 'has', 'equipped', 'an', 'individual', 'with', 'valuable', 'skills', 'in', 'logistics']",0.468886507
839,867,EP,867,,['EP'],[],0
840,870,SENIOR IMPLEMENTATION MANAGER,870,,"['SENIOR', 'IMPLEMENTATION', 'MANAGER']",[],0
841,872,INFORMATION TECHNOLOGY PROJECT MANAGER,872,an accomplished seafood inspector,"['INFORMATION', 'TECHNOLOGY', 'PROJECT', 'MANAGER']","['an', 'accomplished', 'seafood', 'inspector']",0.427052523
842,873,CHARGE NURSE,873,this supervisory capacity,"['CHARGE', 'NURSE']","['this', 'supervisory', 'capacity']",0.659782637
843,874,BENEFIT ADVOCATE,874,,"['BENEFIT', 'ADVOCATE']",[],0
844,875,ASSISTANT FOOTBALL COACH,875,,"['ASSISTANT', 'FOOTBALL', 'COACH']",[],0
845,877,MEDICAL SUPPORT ASSISTANT (OA) GS-5 STEP 2,877,a dedicated healthcare instructional assistant,"['MEDICAL', 'SUPPORT', 'ASSISTANT', '(OA)', 'GS-5', 'STEP', '2']","['a', 'dedicated', 'healthcare', 'instructional', 'assistant']",0.507821892
846,878,INTERVENTION SPECIALIST TEACHER OF MATH AND LANGUAGE ARTS,878,both a literacy specialist,"['INTERVENTION', 'SPECIALIST', 'TEACHER', 'OF', 'MATH', 'AND', 'LANGUAGE', 'ARTS']","['both', 'a', 'literacy', 'specialist']",0.184188599
847,879,FINANCE AND ACCOUNTING SPECIALIST,879,auditors,"['FINANCE', 'AND', 'ACCOUNTING', 'SPECIALIST']",['auditors'],0.412983055
848,880,INFORMATION TECHNOLOGY SENIOR MANAGER,880,,"['INFORMATION', 'TECHNOLOGY', 'SENIOR', 'MANAGER']",[],0
849,881,TERRITORY SALES CONSULTANT,881,,"['TERRITORY', 'SALES', 'CONSULTANT']",[],0
850,882,FINANCE MANAGER,882,,"['FINANCE', 'MANAGER']",[],0
851,883,BANK TELLER,883,in the aviation sector has required me to assist underwriters and brokers,"['BANK', 'TELLER']","['in', 'the', 'aviation', 'sector', 'has', 'required', 'me', 'to', 'assist', 'underwriters', 'and', 'brokers']",0.896801119
852,884,MANAGER OF FINANCE,884,financial specialists a finance assistant a part-time chemistry teaching assistant,"['MANAGER', 'OF', 'FINANCE']","['financial', 'specialists', 'a', 'finance', 'assistant', 'a', 'part-time', 'chemistry', 'teaching', 'assistant']",0.374165291
853,885,NETWORK ADMINISTRATOR,885,the experienced network administrator network architecture,"['NETWORK', 'ADMINISTRATOR']","['the', 'experienced', 'network', 'administrator', 'network', 'architecture']",0.754236628
854,886,FINANCE DIRECTOR,886,,"['FINANCE', 'DIRECTOR']",[],0
855,887,FINANCE PROJECT COORDINATOR,887,,"['FINANCE', 'PROJECT', 'COORDINATOR']",[],0
856,888,MORTGAGE BANKING UNDERWRITER II,888,a Legal Specialist,"['MORTGAGE', 'BANKING', 'UNDERWRITER', 'II']","['a', 'Legal', 'Specialist']",0.484479322
857,889,SENIOR ACCOUNTANT,889,internal controls senior executiveswas,"['SENIOR', 'ACCOUNTANT']","['internal', 'controls', 'senior', 'executiveswas']",0.540524736
858,890,DENTAL HYGIENIST,890,,"['DENTAL', 'HYGIENIST']",[],0
859,891,HR CONSULTANT,891,HR interns,"['HR', 'CONSULTANT']","['HR', 'interns']",0.299109509
860,892,HR CONTACT CENTER SPECIALIST,892,,"['HR', 'CONTACT', 'CENTER', 'SPECIALIST']",[],0
861,893,ACCOUNTANT,893,,['ACCOUNTANT'],[],0
862,894,BRANCH CHIEF INFORMATION TECHNOLOGY SPECIALIST,894,the Information Technology Coordinator,"['BRANCH', 'CHIEF', 'INFORMATION', 'TECHNOLOGY', 'SPECIALIST']","['the', 'Information', 'Technology', 'Coordinator']",0.357792831
863,895,PATIENT ADVOCATE,895,a senior analyst,"['PATIENT', 'ADVOCATE']","['a', 'senior', 'analyst']",0.446389056
864,896,LEAD OPERATIONS ENGINEER - GLOBAL HAWK PROJECT,896,a dedicated pest control technician a supervisor,"['LEAD', 'OPERATIONS', 'ENGINEER', '-', 'GLOBAL', 'HAWK', 'PROJECT']","['a', 'dedicated', 'pest', 'control', 'technician', 'a', 'supervisor']",0.27833159
865,897,MARKETER / ADMINISTRATOR,897,an exceptional marketer a healthcare administrator the marketer/administrator,"['MARKETER', '/', 'ADMINISTRATOR']","['an', 'exceptional', 'marketer', 'a', 'healthcare', 'administrator', 'the', 'marketer/administrator']",0.432321757
866,898,INFORMATION TECHNOLOGY SPECIALIST INFORMATION SECURITY OFFICER,898,a dedicated and skilled technology specialist,"['INFORMATION', 'TECHNOLOGY', 'SPECIALIST', 'INFORMATION', 'SECURITY', 'OFFICER']","['a', 'dedicated', 'and', 'skilled', 'technology', 'specialist']",0.284711635
867,899,HEALTHCARE DOCUMENTATION SERVICES DELIVERY MANAGER,899,a dedicated home healthcare technician,"['HEALTHCARE', 'DOCUMENTATION', 'SERVICES', 'DELIVERY', 'MANAGER']","['a', 'dedicated', 'home', 'healthcare', 'technician']",0.402022899
868,900,SOCIAL MEDIA AGENT,900,a talented social media agent,"['SOCIAL', 'MEDIA', 'AGENT']","['a', 'talented', 'social', 'media', 'agent']",0.535678768
